entryid,cityid,stationid,timeid,weathercondition,temperature,humidity,windspeed,visibility,airpressure,dataqualityindicator,remarks,pollutionmetricid,meteorologicalmetricid
2826,7,10,8,Snowy,-8.35,73.18,19.45,1.22,924.83,Poor,"Kind TV friend exactly. Again perhaps alone likely.
Message hard because list pretty recognize purpose. Sing above late nation.
Cut do effect task stop magazine.",1,8
2827,6,19,75,Foggy,-5.33,36.5,14.14,23.21,1025.81,Hazardous,Fire any miss small author rate time. Fire building somebody strategy. Method PM resource watch contain. Character wife report home.,5,8
2828,8,2,43,Rainy,-3.11,70.28,12.41,25.15,1030.79,Poor,"Out card benefit whether. Agree laugh chair special debate.
Medical nation music among star road course. Chair what guy contain dinner kitchen no team.",5,9
2829,3,9,53,Clear,-7.07,29.56,9.55,6.13,914.24,Very Poor,"Grow wait stuff contain imagine car. Agent that discussion successful key policy. Career left approach address.
Doctor finish third view century goal.",2,10
2830,7,7,99,Snowy,-8.19,14.44,10.38,21.39,1004.34,Hazardous,"Quickly another Mrs experience character. Class American senior machine everyone least. If major article serious sound. Ever peace run mind seem.
Note cup beat add. Gun firm no factor believe sound.",3,8
2831,1,6,63,Snowy,-6.0,84.02,2.69,1.25,974.02,Very Poor,"Eat site western one wish nearly Mrs reduce. Program hotel third debate evening not wonder own.
Special enjoy organization so another. Certain firm theory charge.",5,9
2832,10,8,54,Foggy,35.48,94.55,9.62,18.4,981.7,Good,"Anything scene daughter brother collection. Account race close step.
Himself various out tonight attorney. Various red each remain analysis. Technology feeling own to.",4,9
2833,7,20,18,Clear,16.07,6.27,5.61,37.15,1038.09,Very Poor,"Relate paper free value space food. Myself reduce case test suffer before himself.
Yes long budget than daughter discuss. Card under cold.",5,7
2834,6,6,50,Rainy,24.75,38.19,15.04,16.95,1034.94,Good,Camera during sea now. Quickly thus do send I model. Reality because indicate stay position.,4,7
2835,3,5,56,Foggy,6.13,84.48,15.14,29.51,1091.16,Hazardous,"These voice mention way season talk drug. Administration seem likely set store economic.
Successful fact ok senior person pretty. Determine despite argue meeting edge. Bank benefit where true.",1,10
2836,1,1,39,Clear,25.87,25.9,17.47,42.45,1062.7,Poor,"Involve they end case. Unit teach want. Wish fund approach gun.
Else teach walk law example history man. Major shoulder arrive and. Culture pretty resource inside food factor.",1,8
2837,2,3,99,Foggy,34.48,93.94,15.96,20.59,1088.47,Moderate,"Hear first maintain. On nice teacher though forget. Network rock senior some.
Notice down upon give receive factor. Then court home nice training little. Send after certain size quite week.",1,6
2838,1,12,50,Rainy,-4.58,47.75,5.45,4.73,968.47,Hazardous,"First true understand build difficult.
Along onto into hand forward. Available machine deep into small strong.",3,6
2839,5,9,86,Clear,11.1,57.17,13.09,3.51,928.9,Good,"Program value sign box feel. Among responsibility section throughout find claim.
Site season indeed evening win pay. Four open thousand after position.
Over without fact entire on.",1,8
2840,9,7,36,Snowy,-3.92,54.55,10.11,9.92,1062.32,Very Poor,Senior mind see step meeting what thus. Will land even describe under theory figure. Within area force prove maybe treatment.,5,6
2841,4,4,82,Snowy,28.22,91.3,9.81,49.71,910.93,Moderate,"Agency feel kid practice forward collection. Adult treatment thing image beat. Else begin subject leave spring those owner.
Else actually tell recently. Education similar happen bank.",1,6
2842,10,7,35,Foggy,11.1,19.5,3.04,46.0,909.43,Hazardous,Little one car race dinner difficult. Approach week west section example former traditional. Him subject church job of interest with.,4,10
2843,1,4,30,Rainy,3.5,76.34,15.38,37.72,916.87,Moderate,Result return catch truth ahead food. Prevent father surface reduce candidate trade. Rate tend discuss decision law claim take professional.,2,8
2844,5,11,53,Foggy,38.94,32.53,16.97,33.76,949.92,Very Poor,Hand bag author yeah. Same pass let. International perform answer organization amount body.,3,7
2845,5,10,29,Cloudy,3.82,92.31,6.71,40.05,1006.49,Poor,"Bad beautiful fund far. Together join certainly way full number. Within also hold reveal none.
Only lose seven off lay dog agreement. Young happy economy make over whose.",1,6
2846,10,9,100,Snowy,-2.49,35.45,15.77,20.77,1026.76,Poor,"Type effect alone both find economic not. Threat light type available. Body pressure news account many institution he Mr.
Can cultural would part.",4,10
2847,6,10,33,Clear,15.63,76.98,10.28,30.76,978.2,Very Poor,"Form fight edge hard line director for. Would accept while short case area young.
Someone leader season close station quickly. Look almost charge southern purpose area. Economic memory officer must.",3,6
2848,3,13,32,Cloudy,-4.98,98.99,3.33,11.91,1052.96,Moderate,Reduce level account surface bed day. Sing manage respond couple suggest. Teach court year many easy. Main program me character care phone hospital.,1,7
2849,6,12,85,Rainy,-9.1,68.65,16.38,43.72,1068.52,Hazardous,"Local book west establish consider conference.
Possible professor travel feel war them news.
Interview open laugh word really. Personal apply couple support.",4,6
2850,5,14,93,Clear,20.37,59.67,7.07,3.87,1000.7,Poor,"Skill teach rich.
Hold happen outside another city claim throughout. History play best less where. Issue five action fast.",3,9
2851,3,3,9,Cloudy,31.83,32.81,5.28,31.99,1088.91,Poor,"There money cause heart.
Sometimes another bed board. Nice represent find design.
So her town same. Strong build social investment. More six response center. Agreement road fine hundred series gas.",1,8
2852,10,14,19,Rainy,36.23,72.81,1.82,38.13,986.27,Very Poor,"Common never protect here chance green number. Street red perhaps pay.
Morning message Mr have society. Expect hope professional look big. Simple individual your teach effect front support.",3,9
2853,5,16,30,Snowy,17.39,78.27,7.49,9.18,954.16,Moderate,"Beautiful throw sense us. Back town few but forget.
Church wonder perform interview. Might oil hit answer product answer explain although. Safe network inside necessary he.",1,7
2854,8,16,36,Foggy,-6.28,72.65,8.81,13.45,1096.89,Good,Act weight quickly look. Area offer positive international million check quality. Deal job later activity think example.,1,6
2855,9,17,42,Snowy,-6.07,63.72,3.34,17.0,1093.95,Hazardous,"Now everybody expert staff clearly.
Series teach decade success past.
Might police beyond other agent. Will leg cause close final series art. Including serve thousand.",1,9
2856,8,1,56,Snowy,11.18,22.82,0.6,9.23,1004.13,Hazardous,Themselves environment fall. Science forward east should response. Politics piece drive according cell live. Practice strategy final detail.,1,7
2857,6,13,18,Cloudy,18.63,23.54,16.97,3.34,1055.36,Very Poor,"Bill personal understand bit wonder determine my. Guy size seven style man such hope simply.
Course next whom sea what loss very. Evening billion blue.",5,8
2858,8,7,25,Rainy,-2.36,12.1,7.87,43.01,1027.24,Very Poor,"Feel stuff already war country. Arrive back model.
Term imagine dog fall community expert station. To purpose at continue left environment. Most during population human move hair.",5,6
2859,10,2,56,Cloudy,-4.43,30.98,6.38,9.11,1051.95,Hazardous,"Would wide see religious final. Use card approach. Change daughter other media.
Stuff trip matter herself age third opportunity. Song raise with hour card finish. Economic begin visit.",5,7
2860,1,4,42,Rainy,24.17,22.16,13.48,28.72,1097.33,Very Poor,"Industry almost alone among. Day upon room other east take.
Add culture available part Mrs child. Model method minute include.
Easy production like themselves late onto hot. About several family Mr.",2,6
2861,4,7,56,Rainy,17.75,4.01,6.47,32.69,952.94,Very Poor,"Describe question maintain effect total gun. Least here street decide himself well. Hit final conference office.
Price degree window plan high system from off. Guess bad anyone better involve assume.",4,8
2862,1,19,37,Cloudy,11.63,5.15,14.82,9.02,1044.72,Very Poor,"Check white data each six carry must. Against gas thank source Congress.
Security tax consider catch.",5,6
2863,8,17,66,Snowy,17.98,60.23,17.86,2.51,1030.81,Hazardous,Action cost others interview letter. Your accept everything not laugh thank near indicate.,5,8
2864,1,7,52,Rainy,21.67,29.53,0.62,11.57,1075.92,Moderate,"Buy manage practice computer factor.
Recently threat should despite agent service difference without. Keep many should detail middle moment.",5,10
2865,7,3,100,Snowy,12.72,10.14,2.66,10.27,1000.77,Moderate,"Allow camera fall loss produce dark fill. Both according artist.
Employee safe effort event guy. Scene maybe draw job watch speech.
Mission that reach work. Vote break personal general force.",3,6
2866,8,20,8,Cloudy,-4.3,13.26,1.24,37.81,1019.89,Poor,Last guy huge that police. Recently knowledge knowledge ability. Necessary blood happy food street.,5,10
2867,6,9,38,Cloudy,18.03,83.63,13.91,22.3,1042.46,Good,"Question really life may at industry. Wide beat magazine girl machine.
Fear form significant quickly last. Under decade season nature.",5,8
2868,6,12,52,Snowy,24.86,45.56,2.08,32.39,939.83,Poor,"My television beautiful might baby hundred.
Federal administration budget anything into. Prepare everybody south.",5,9
2869,8,7,2,Clear,38.18,31.27,2.77,8.55,972.69,Very Poor,Establish different sea should executive do reach safe. Society plant understand prove. Significant star point.,2,7
2872,7,3,28,Clear,30.08,57.38,12.92,25.44,925.39,Very Poor,Dinner who serve those night simply. Evening prove study we relate as develop. You long size develop pull ground western.,4,6
2873,7,14,84,Foggy,39.82,41.65,15.15,7.34,1034.16,Hazardous,"Book war exactly. Various authority politics son. Old democratic no we.
Hot data thousand break throughout. Action guy six.",4,6
2874,1,8,20,Cloudy,27.22,13.92,15.1,17.98,1022.64,Very Poor,"Information eat travel true home success.
Most remember mind something father. Air human indicate movie.",5,9
2875,6,4,32,Cloudy,15.43,7.34,10.25,30.68,908.93,Good,Agreement score too environment appear local several. Quickly behind action others television condition physical into.,3,6
2876,7,17,59,Rainy,16.0,70.46,8.85,33.79,986.08,Moderate,"Politics other represent.
Three wind discuss hundred.
Fly focus interest TV decide benefit director use. Yeah agree that three little who perform. Better product wrong.",1,7
2877,6,1,90,Foggy,-3.64,46.58,6.61,46.55,980.7,Good,Step north house never wind. Book focus financial determine military would. Quality lose may movement. Color performance never life story center simply.,5,8
2878,5,12,24,Cloudy,5.79,55.51,15.61,27.08,1032.8,Moderate,"Perhaps western decide hundred. Edge seem fire PM. Specific Congress man.
Teach season require interest western own. Prepare eight her with relate.
Fund vote arrive score. Citizen fight accept think.",2,8
2879,2,9,33,Snowy,-3.6,73.16,19.99,32.98,951.22,Poor,Effort father event consumer simply school walk include. Floor bag trial pattern term. Wear world low safe owner. Conference dinner nation hope.,3,9
2880,9,8,3,Snowy,39.88,35.54,1.96,46.03,1080.49,Good,Never past democratic drop require kid reduce much. Set writer girl put follow two. See bring student identify door add represent reason.,4,9
2881,6,14,86,Cloudy,20.3,10.32,4.43,1.85,922.41,Good,"Ability activity be your during. Born Republican human spring view fire. Field coach speech listen.
Suffer without give.
Friend writer model space.",3,10
2882,5,10,36,Snowy,17.44,82.5,1.73,36.05,1078.32,Hazardous,Republican catch even have only develop information. Because process compare occur build character present.,4,6
2883,2,6,2,Clear,28.03,53.37,11.7,38.31,1090.1,Moderate,See wide own officer television center event. Today could finish front matter. Spring pass fast music.,2,7
2884,6,19,89,Foggy,26.43,48.97,5.69,3.94,1094.74,Very Poor,Develop fish consider worry impact focus. Natural very participant figure any. Consider reveal raise he get. Should option thing policy purpose third visit.,1,9
2885,8,5,15,Snowy,6.32,43.01,11.53,13.18,916.05,Poor,Type front mouth television accept medical serious. Leg citizen chance student avoid coach address reality. Me animal discover home entire key network.,4,7
2886,1,11,54,Snowy,34.78,75.69,3.47,35.98,952.98,Very Poor,"Manage according area job reach own court. Especially room later class moment board million.
Seat majority energy owner could bad already. Space baby management building all.",1,7
2887,8,9,37,Cloudy,-6.29,1.1,5.42,7.24,1060.94,Good,"Power easy produce upon explain raise sing.
Out yes dog. Position well apply PM final clear.
Statement always always. Main lay thus ten sea.",3,7
